Member_number,Date,Items
2686,09-12-2014,"['soda', 'whole milk']"
2686,20-12-2014,"['ready soups', 'pastry']"
2687,09-08-2014,"['rolls/buns', 'detergent', 'shopping bags']"
2687,14-09-2015,"['mustard', 'root vegetables']"
2687,16-12-2014,"['curd', 'spices', 'frozen fish']"
2687,31-07-2015,"['sausage', 'sausage', 'rolls/buns', 'sweet spreads', 'instant coffee', 'fruit/vegetable juice', 'long life bakery product', 'shopping bags']"
2688,11-04-2015,"['sausage', 'canned vegetables']"
2688,18-10-2014,"['canned beer', 'whipped/sour cream']"
2688,21-12-2014,"['whole milk', 'whole milk', 'pastry']"
2688,22-11-2015,"['dish cleaner', 'whole milk', 'canned fish']"
2688,23-01-2014,"['sliced cheese', 'brown bread', 'roll products ']"
2689,11-01-2015,"['bottled beer', 'whole milk']"
2689,19-04-2014,"['long life bakery product', 'brown bread']"
2689,27-08-2014,"['canned fish', 'curd']"
2689,30-04-2015,"['curd', 'nuts/prunes', 'root vegetables', 'sausage', 'whole milk', 'rolls/buns', 'root vegetables', 'bottled water', 'hard cheese']"
2690,01-04-2015,"['other vegetables', 'whole milk']"
2690,01-05-2015,"['root vegetables', 'other vegetables', 'white wine']"
2690,02-01-2014,"['rolls/buns', 'grapes']"
2690,04-11-2015,"['cream cheese ', 'sugar']"
2690,06-03-2015,"['chicken', 'whole milk']"
2690,17-10-2015,"['canned beer', 'liquor']"
2690,20-10-2015,"['cream', 'frankfurter', 'soda', 'UHT-milk']"
2691,04-11-2015,"['bags', 'other vegetables']"
2691,05-02-2015,"['citrus fruit', 'pip fruit']"
2691,07-09-2015,"['frankfurter', 'domestic eggs']"
2691,09-03-2015,"['liver loaf', 'rolls/buns']"
2691,09-10-2015,"['beef', 'tropical fruit']"
2692,04-10-2014,"['butter', 'sugar']"
2692,09-10-2015,"['beef', 'white wine', 'UHT-milk', 'butter milk']"
2692,23-06-2014,"['hygiene articles', 'root vegetables', 'soda', 'pastry']"
2693,02-11-2015,"['brown bread', 'beef', 'bottled beer', 'specialty fat']"
2693,14-02-2014,"['coffee', 'bottled water', 'liqueur']"
2693,17-08-2015,"['frankfurter', 'yogurt']"
2693,21-05-2014,"['white bread', 'mayonnaise']"
2694,09-05-2014,"['pip fruit', 'pastry']"
2694,09-10-2014,"['rolls/buns', 'rolls/buns']"
2694,19-06-2015,"['sausage', 'bottled beer', 'root vegetables']"
2694,21-02-2014,"['pip fruit', 'hard cheese']"
2694,21-11-2015,"['tropical fruit', 'pip fruit']"
2694,24-11-2015,"['whole milk', 'whole milk', 'ham', 'pip fruit', 'hard cheese', 'frozen fish', 'shopping bags', 'pot plants']"
2695,04-07-2015,"['tropical fruit', 'pork', 'UHT-milk', 'hamburger meat']"
2695,04-08-2014,"['frozen meals', 'UHT-milk']"
2695,07-01-2015,"['whole milk', 'bottled beer']"
2696,02-09-2015,"['other vegetables', 'pip fruit']"
2696,09-05-2015,"['sausage', 'curd', 'margarine']"
2696,17-10-2014,"['butter', 'rolls/buns']"
2696,23-11-2014,"['dishes', 'bottled water']"
2696,23-12-2014,"['whole milk', 'seasonal products']"
2697,07-07-2014,"['coffee', 'soft cheese']"
2697,17-02-2014,"['berries', 'dishes']"
2698,14-10-2014,"['whole milk', 'other vegetables']"
2698,24-01-2015,"['beef', 'pastry', 'yogurt', 'chewing gum']"
2698,31-03-2014,"['bottled water', 'whole milk']"
2699,03-12-2014,"['sliced cheese', 'yogurt']"
2699,07-05-2014,"['nuts/prunes', 'soda']"
2699,18-04-2015,"['other vegetables', 'whole milk']"
2699,18-07-2014,"['butter', 'sauces']"
2699,28-11-2015,"['whipped/sour cream', 'pastry']"
2700,13-05-2015,"['hamburger meat', 'yogurt']"
2700,15-11-2015,"['bottled beer', 'canned fish', 'yogurt']"
2700,18-10-2015,"['candy', 'specialty cheese']"
2700,22-01-2015,"['soda', 'tropical fruit']"
2701,03-05-2014,"['ham', 'spread cheese']"
2701,12-03-2014,"['red/blush wine', 'butter', 'soda']"
2701,16-08-2014,"['whole milk', 'margarine']"
2701,17-06-2014,"['rolls/buns', 'salty snack']"
2701,30-04-2014,"['chocolate marshmallow', 'salt']"
2702,08-04-2015,"['tropical fruit', 'bottled water', 'whipped/sour cream']"
2702,08-09-2014,"['pastry', 'other vegetables']"
2702,12-11-2014,"['bottled water', 'brown bread']"
2702,27-05-2015,"['pork', 'whipped/sour cream']"
2703,08-05-2015,"['canned beer', 'dishes']"
2703,21-09-2015,"['ham', 'canned beer', 'soups']"
2703,27-03-2015,"['hamburger meat', 'bottled water']"
2703,29-09-2014,"['citrus fruit', 'specialty fat']"
2704,02-08-2014,"['vinegar', 'whole milk', 'bottled beer']"
2704,18-11-2015,"['frankfurter', 'red/blush wine', 'rolls/buns']"
2705,16-11-2015,"['meat', 'hamburger meat']"
2705,20-12-2014,"['root vegetables', 'sweet spreads']"
2705,25-07-2014,"['whole milk', 'shopping bags']"
2706,03-05-2014,"['oil', 'soda', 'sliced cheese']"
2706,03-10-2015,"['tropical fruit', 'newspapers', 'bottled water']"
2706,10-10-2014,"['whole milk', 'misc. beverages']"
2706,12-02-2015,"['specialty chocolate', 'other vegetables']"
2706,14-08-2015,"['sausage', 'whole milk', 'cake bar']"
2706,22-03-2015,"['frankfurter', 'ham', 'white wine', 'detergent', 'popcorn']"
2706,24-02-2014,"['citrus fruit', 'whipped/sour cream', 'liquor']"
2706,30-10-2014,"['sugar', 'specialty bar']"
2707,05-05-2015,"['chicken', 'whole milk']"
2707,07-03-2015,"['meat', 'whole milk', 'brown bread', 'shopping bags', 'waffles']"
2707,12-06-2015,"['frankfurter', 'yogurt']"
2707,18-03-2014,"['whole milk', 'detergent']"
2707,18-10-2015,"['domestic eggs', 'pastry']"
2707,22-06-2015,"['bottled water', 'newspapers']"
2707,30-10-2014,"['margarine', 'specialty bar']"
2708,17-02-2015,"['instant coffee', 'soda', 'frozen meals', 'artif. sweetener']"
2708,25-05-2014,"['coffee', 'coffee']"
2709,01-01-2014,"['yogurt', 'frozen vegetables']"
2709,02-04-2014,"['whole milk', 'bottled water']"
2709,18-05-2014,"['other vegetables', 'bottled water']"
2709,20-08-2015,"['curd', 'citrus fruit', 'rolls/buns', 'other vegetables', 'dessert']"
2710,14-10-2015,"['frankfurter', 'long life bakery product']"
2710,18-12-2014,"['soda', 'waffles']"
2711,13-09-2015,"['light bulbs', 'frozen vegetables', 'liquor', 'citrus fruit', 'butter', 'chewing gum', 'cream cheese ', 'rolls/buns']"
2711,18-08-2015,"['yogurt', 'bottled beer']"
2711,23-10-2014,"['ham', 'whipped/sour cream', 'soda', 'light bulbs']"
2712,09-06-2014,"['other vegetables', 'frozen meals']"
2712,11-09-2015,"['other vegetables', 'soda', 'frozen potato products']"
2712,15-08-2014,"['rolls/buns', 'yogurt', 'shopping bags']"
2712,21-06-2015,"['root vegetables', 'grapes', 'whole milk']"
2712,26-09-2015,"['whole milk', 'other vegetables']"
2713,07-11-2014,"['coffee', 'napkins']"
2713,08-05-2014,"['ketchup', 'specialty chocolate']"
2713,18-08-2015,"['other vegetables', 'rolls/buns']"
2713,21-05-2014,"['frozen meals', 'canned beer']"
2713,28-09-2014,"['long life bakery product', 'bottled beer']"
2714,15-03-2015,"['yogurt', 'chocolate']"
2715,06-07-2015,"['ham', 'canned beer', 'salty snack']"
2715,08-01-2015,"['rolls/buns', 'male cosmetics']"
2715,11-10-2014,"['canned beer', 'detergent', 'cake bar']"
2715,15-03-2015,"['sausage', 'other vegetables']"
2715,23-05-2014,"['pip fruit', 'rolls/buns', 'yogurt']"
2715,28-01-2014,"['newspapers', 'napkins']"
2716,03-09-2014,"['yogurt', 'pastry', 'bottled water']"
2716,05-03-2014,"['dessert', 'dental care']"
2716,09-06-2014,"['curd', 'soda']"
2716,10-09-2015,"['tropical fruit', 'rolls/buns', 'zwieback']"
2716,16-01-2014,"['rolls/buns', 'curd cheese']"
2716,18-01-2015,"['sausage', 'beef']"
2716,23-09-2015,"['yogurt', 'ice cream']"
2717,02-01-2014,"['fruit/vegetable juice', 'fruit/vegetable juice']"
2718,07-02-2014,"['specialty chocolate', 'root vegetables', 'popcorn', 'soups']"
2718,08-06-2015,"['sausage', 'chicken']"
2718,09-02-2014,"['whole milk', 'white bread']"
2718,11-08-2014,"['packaged fruit/vegetables', 'specialty cheese', 'margarine', 'margarine']"
2718,12-06-2015,"['canned beer', 'turkey']"
2718,23-03-2015,"['butter', 'chewing gum']"
2718,25-01-2014,"['root vegetables', 'Instant food products']"
2718,25-01-2015,"['whole milk', 'chewing gum']"
2719,10-04-2015,"['other vegetables', 'whole milk']"
2719,16-02-2014,"['whole milk', 'rolls/buns', 'hygiene articles']"
2719,18-12-2014,"['grapes', 'root vegetables']"
2719,19-04-2015,"['citrus fruit', 'soda', 'berries', 'coffee', 'sugar']"
2719,30-05-2015,"['frankfurter', 'whole milk']"
2720,26-06-2014,"['turkey', 'rolls/buns']"
2721,10-08-2015,"['cream cheese ', 'frankfurter', 'root vegetables', 'yogurt']"
2721,15-07-2015,"['yogurt', 'butter']"
2722,13-11-2014,"['citrus fruit', 'soda']"
2722,26-07-2014,"['root vegetables', 'sweet spreads']"
2723,03-11-2015,"['meat', 'beef', 'yogurt', 'yogurt']"
2723,07-05-2015,"['white wine', 'tropical fruit']"
2723,27-10-2014,"['citrus fruit', 'rolls/buns']"
2723,31-01-2015,"['frankfurter', 'dishes']"
2724,23-04-2014,"['tropical fruit', 'pastry', 'rolls/buns']"
2724,30-04-2015,"['ice cream', 'specialty chocolate', 'semi-finished bread']"
2725,05-01-2014,"['whole milk', 'baking powder']"
2725,27-01-2014,"['hamburger meat', 'soda']"
2726,02-08-2014,"['cream cheese ', 'soft cheese']"
2726,17-09-2014,"['house keeping products', 'butter milk']"
2726,27-11-2014,"['pastry', 'shopping bags']"
2726,30-11-2014,"['canned beer', 'yogurt']"
2727,01-01-2014,"['hamburger meat', 'frozen potato products']"
2727,15-12-2015,"['whole milk', 'whipped/sour cream']"
2727,23-01-2014,"['fish', 'fruit/vegetable juice']"
2727,29-05-2014,"['soda', 'bottled beer']"
2727,30-09-2015,"['frankfurter', 'frozen meals']"
2728,02-08-2015,"['beef', 'root vegetables', 'butter milk']"
2728,28-11-2015,"['whole milk', 'whole milk']"
2729,06-01-2015,"['citrus fruit', 'red/blush wine']"
2729,21-03-2015,"['beef', 'cling film/bags', 'bottled water', 'butter', 'sweet spreads', 'candy']"
2729,22-05-2014,"['soft cheese', 'spices']"
2729,22-08-2014,"['whole milk', 'cleaner']"
2729,23-07-2015,"['hamburger meat', 'cream cheese ']"
2729,24-09-2015,"['bottled water', 'other vegetables']"
2729,30-09-2014,"['pork', 'beef']"
2730,10-11-2014,"['specialty bar', 'domestic eggs']"
2730,10-11-2015,"['beef', 'root vegetables', 'frozen potato products', 'butter', 'newspapers']"
2730,15-06-2015,"['chicken', 'abrasive cleaner']"
2730,17-03-2014,"['rolls/buns', 'salty snack']"
2731,11-04-2015,"['ice cream', 'grapes']"
2731,27-08-2014,"['whole milk', 'newspapers']"
2732,02-04-2015,"['sausage', 'other vegetables']"
2732,04-03-2014,"['frozen fish', 'soda', 'vinegar']"
2732,26-02-2014,"['salty snack', 'dessert']"
2732,31-01-2014,"['grapes', 'berries', 'brown bread']"
2733,04-01-2014,"['soda', 'red/blush wine']"
2733,05-05-2014,"['whole milk', 'bottled water']"
2733,22-07-2015,"['yogurt', 'yogurt']"
2734,30-03-2015,"['whipped/sour cream', 'shopping bags', 'rolls/buns']"
2735,01-06-2015,"['yogurt', 'other vegetables']"
2736,02-03-2015,"['whole milk', 'sugar', 'whole milk', 'onions', 'processed cheese', 'pip fruit', 'whole milk']"
2736,10-06-2014,"['turkey', 'semi-finished bread']"
2736,13-05-2014,"['tropical fruit', 'napkins', 'frozen vegetables', 'pastry']"
2736,14-10-2014,"['UHT-milk', 'margarine']"
2736,17-07-2015,"['meat', 'beef', 'curd']"
2736,25-05-2015,"['pork', 'soda', 'soda']"
2736,26-12-2015,"['soda', 'butter milk']"
2737,26-12-2014,"['other vegetables', 'shopping bags', 'shopping bags']"
2737,27-08-2014,"['root vegetables', 'frozen vegetables', 'domestic eggs']"
2738,03-02-2015,"['whole milk', 'root vegetables']"
2738,09-11-2015,"['frankfurter', 'beef', 'red/blush wine', 'whole milk', 'frozen dessert']"
2738,11-02-2014,"['beef', 'pot plants', 'frozen meals']"
2738,11-04-2015,"['canned beer', 'whole milk', 'rolls/buns']"
2738,16-01-2014,"['pickled vegetables', 'pastry', 'brown bread', 'sugar']"
2738,25-07-2015,"['other vegetables', 'rolls/buns']"
2738,31-10-2014,"['onions', 'ice cream']"
2739,11-07-2014,"['root vegetables', 'skin care']"
2739,19-09-2015,"['pip fruit', 'specialty bar']"
2740,02-07-2015,"['specialty bar', 'curd']"
2740,16-06-2014,"['meat', 'whipped/sour cream']"
2741,10-08-2014,"['UHT-milk', 'canned beer']"
2741,11-09-2015,"['root vegetables', 'yogurt', 'canned vegetables']"
2741,17-02-2015,"['other vegetables', 'other vegetables', 'frozen dessert', 'waffles', 'soda']"
2741,28-09-2015,"['liver loaf', 'bottled beer']"
2742,02-06-2014,"['coffee', 'cream cheese ']"
2742,07-07-2014,"['other vegetables', 'UHT-milk']"
2742,10-10-2015,"['misc. beverages', 'dessert', 'spread cheese', 'onions', 'coffee']"
2743,05-05-2015,"['beef', 'dog food', 'yogurt']"
2743,09-08-2014,"['beef', 'shopping bags']"
2743,10-08-2015,"['soda', 'specialty cheese', 'candy']"
2743,12-05-2014,"['beef', 'chocolate']"
2743,13-07-2015,"['citrus fruit', 'whole milk', 'frozen vegetables']"
2743,24-03-2015,"['grapes', 'pastry']"
2743,26-02-2014,"['tropical fruit', 'frozen potato products']"
2744,06-05-2014,"['rolls/buns', 'frozen vegetables']"
2744,19-05-2015,"['ham', 'soft cheese', 'fruit/vegetable juice', 'sugar']"
2744,20-03-2014,"['butter milk', 'margarine']"
2745,08-04-2015,"['tropical fruit', 'rolls/buns']"
2745,19-02-2015,"['other vegetables', 'oil']"
2745,21-04-2015,"['berries', 'other vegetables']"
2745,27-01-2015,"['butter', 'frankfurter', 'root vegetables', 'butter milk', 'vinegar']"
2745,27-04-2014,"['root vegetables', 'dessert']"
2745,29-04-2015,"['meat', 'coffee']"
2746,03-08-2014,"['bottled beer', 'white bread']"
2746,13-02-2014,"['dental care', 'curd']"
2746,16-09-2014,"['root vegetables', 'salty snack']"
2746,17-01-2014,"['hamburger meat', 'brown bread']"
2746,20-04-2014,"['rolls/buns', 'dishes']"
2746,20-05-2014,"['frozen meals', 'pickled vegetables']"
2746,29-05-2015,"['bottled beer', 'soups', 'detergent']"
2747,02-02-2015,"['ham', 'pickled vegetables']"
2747,05-07-2015,"['whole milk', 'butter']"
2747,07-04-2014,"['root vegetables', 'dog food']"
2747,17-09-2014,"['whole milk', 'bottled beer']"
2747,24-09-2014,"['yogurt', 'pastry']"
2747,30-08-2015,"['rolls/buns', 'curd']"
2748,02-04-2014,"['misc. beverages', 'processed cheese']"
2749,20-11-2014,"['pastry', 'long life bakery product']"
2749,22-06-2015,"['frankfurter', 'citrus fruit', 'specialty chocolate']"
2749,27-01-2015,"['misc. beverages', 'onions']"
2750,04-10-2014,"['domestic eggs', 'rolls/buns']"
2750,11-01-2014,"['waffles', 'sparkling wine']"
2750,14-09-2015,"['other vegetables', 'whole milk', 'pork', 'onions']"
2751,03-02-2015,"['tropical fruit', 'brown bread']"
2751,04-06-2014,"['frozen meals', 'dental care']"
2751,08-02-2014,"['root vegetables', 'sliced cheese', 'shopping bags', 'sliced cheese']"
2751,11-03-2014,"['rolls/buns', 'female sanitary products']"
2751,13-10-2014,"['soda', 'bottled water']"
2752,10-10-2015,"['sausage', 'berries']"
2753,07-07-2014,"['whole milk', 'butter']"
2753,08-09-2015,"['nuts/prunes', 'cream cheese ']"
2753,23-02-2014,"['bottled beer', 'bottled water', 'whipped/sour cream', 'sugar']"
2754,02-05-2015,"['liver loaf', 'pip fruit', 'fruit/vegetable juice', 'curd']"
2754,04-06-2014,"['whole milk', 'ice cream', 'detergent', 'rolls/buns']"
2754,20-11-2014,"['soda', 'margarine']"
2755,02-01-2014,"['beef', 'fruit/vegetable juice', 'whole milk']"
2755,06-02-2015,"['rolls/buns', 'fruit/vegetable juice']"
2755,17-05-2015,"['whole milk', 'whole milk']"
2755,19-08-2014,"['napkins', 'other vegetables']"
2755,25-11-2014,"['whole milk', 'frozen vegetables', 'soda', 'chocolate']"
2755,30-10-2014,"['salty snack', 'chocolate']"
2756,08-10-2014,"['fruit/vegetable juice', 'rolls/buns']"
2756,14-05-2014,"['red/blush wine', 'canned fish']"
2756,23-11-2015,"['hamburger meat', 'curd']"
2756,31-07-2015,"['sausage', 'rolls/buns', 'misc. beverages', 'processed cheese']"
2757,15-02-2015,"['sausage', 'white bread']"
2757,16-12-2015,"['citrus fruit', 'whipped/sour cream', 'onions', 'other vegetables', 'butter']"
2757,28-04-2015,"['beef', 'condensed milk', 'specialty chocolate']"
2758,06-02-2015,"['other vegetables', 'curd']"
2758,07-12-2014,"['rolls/buns', 'cream cheese ']"
2758,18-05-2014,"['frozen meals', 'soda']"
2758,19-11-2015,"['hamburger meat', 'sausage', 'grapes', 'soda']"
2758,24-10-2014,"['pip fruit', 'other vegetables']"
2758,26-05-2014,"['UHT-milk', 'flour']"
2758,27-12-2014,"['soft cheese', 'long life bakery product']"
2758,30-01-2014,"['napkins', 'dishes']"
2758,30-06-2014,"['whole milk', 'yogurt']"
2759,27-07-2015,"['yogurt', 'rolls/buns']"
2760,01-04-2014,"['whole milk', 'domestic eggs', 'rolls/buns', 'long life bakery product']"
2760,02-08-2015,"['citrus fruit', 'other vegetables']"
2760,07-01-2015,"['sausage', 'fish']"
2760,08-08-2015,"['frankfurter', 'tropical fruit']"
2760,12-07-2015,"['other vegetables', 'newspapers', 'soda']"
2760,14-04-2015,"['other vegetables', 'soda']"
2760,19-04-2014,"['long life bakery product', 'whipped/sour cream']"
2760,20-06-2014,"['bottled beer', 'long life bakery product', 'vinegar', 'pot plants']"
2760,22-04-2014,"['bottled water', 'frozen potato products']"
2761,02-03-2015,"['chocolate', 'whipped/sour cream', 'brown bread']"
2761,11-01-2015,"['pork', 'semi-finished bread']"
2761,19-08-2014,"['brown bread', 'margarine']"
2761,24-07-2014,"['frozen vegetables', 'rice']"
2761,25-04-2015,"['citrus fruit', 'rolls/buns']"
2761,31-01-2014,"['other vegetables', 'shopping bags', 'frozen vegetables', 'shopping bags']"
2762,07-11-2015,"['decalcifier', 'whole milk']"
2762,18-12-2015,"['dessert', 'beef']"
2762,20-03-2015,"['whole milk', 'specialty bar', 'newspapers']"
2762,27-10-2014,"['pastry', 'red/blush wine']"
2763,01-02-2015,"['pork', 'yogurt', 'yogurt', 'canned fish']"
2763,13-02-2015,"['root vegetables', 'rolls/buns']"
2763,18-05-2014,"['rolls/buns', 'whipped/sour cream']"
2763,31-05-2014,"['shopping bags', 'canned beer']"
2764,18-04-2014,"['whipped/sour cream', 'yogurt', 'candy']"
2764,23-01-2015,"['margarine', 'domestic eggs']"
2764,24-07-2015,"['other vegetables', 'curd']"
2764,25-02-2015,"['beverages', 'bottled water']"
2764,28-12-2015,"['UHT-milk', 'tropical fruit']"
2764,30-03-2014,"['tropical fruit', 'yogurt']"
2765,01-09-2014,"['herbs', 'grapes', 'whipped/sour cream']"
2765,04-09-2015,"['butter', 'tropical fruit']"
2765,09-02-2014,"['beverages', 'fruit/vegetable juice']"
2765,22-07-2015,"['beef', 'waffles', 'domestic eggs']"
2765,30-11-2015,"['candy', 'yogurt']"
2766,01-12-2014,"['pork', 'long life bakery product']"
2766,19-08-2015,"['citrus fruit', 'oil', 'whole milk']"
2766,27-05-2014,"['candles', 'coffee']"
2767,27-01-2015,"['root vegetables', 'sausage', 'root vegetables', 'other vegetables', 'long life bakery product']"
2768,01-01-2015,"['tropical fruit', 'meat', 'pip fruit', 'salt', 'pot plants']"
2768,05-05-2014,"['pastry', 'baking powder']"
2769,21-07-2015,"['sparkling wine', 'canned beer']"
2769,23-04-2015,"['bottled water', 'frozen dessert', 'root vegetables']"
2769,24-08-2014,"['pork', 'rolls/buns', 'roll products ']"
2769,31-07-2015,"['flower soil/fertilizer', 'rolls/buns']"
2769,31-10-2014,"['beef', 'misc. beverages']"
2770,15-07-2015,"['yogurt', 'coffee', 'coffee']"
2770,29-08-2014,"['soda', 'pip fruit']"
2771,08-05-2014,"['long life bakery product', 'napkins']"
2771,25-06-2014,"['coffee', 'rolls/buns', 'vinegar']"
2771,26-08-2015,"['frankfurter', 'sausage']"
2772,03-08-2014,"['whipped/sour cream', 'cat food']"
2772,04-04-2014,"['pet care', 'shopping bags']"
2772,04-12-2015,"['bottled water', 'napkins', 'pastry']"
2772,05-08-2014,"['frozen meals', 'pastry']"
2772,07-11-2014,"['rolls/buns', 'specialty bar']"
2772,18-03-2015,"['tropical fruit', 'soft cheese', 'shopping bags']"
2772,19-08-2014,"['soda', 'red/blush wine']"
2773,30-05-2014,"['female sanitary products', 'margarine']"
2774,26-03-2014,"['other vegetables', 'shopping bags']"
2774,28-06-2014,"['whole milk', 'domestic eggs']"
2774,28-10-2015,"['yogurt', 'soda', 'dessert']"
2775,06-08-2015,"['pip fruit', 'grapes']"
2775,06-11-2015,"['pork', 'sausage', 'whole milk', 'frozen vegetables']"
2775,07-01-2015,"['tropical fruit', 'chicken']"
